"","subject","question","sheet","order","rating","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","sentence","type","guise"
"2384","2","104","2","Furhat_Human_Cylinder",5,"20","male","English","None","English","19","Mac","cool","All airplanes have wings.","TA","Cylinder"
"2385","2","105","2","Furhat_Human_Cylinder",4,"20","male","English","None","English","19","Mac","cool","All snow is cold.","TA","Cylinder"
"2386","2","106","2","Furhat_Human_Cylinder",4,"20","male","English","None","English","19","Mac","cool","All pancakes are flat.","TA","Cylinder"
"2387","2","107","2","Furhat_Human_Cylinder",3,"20","male","English","None","English","19","Mac","cool","All people have necks.","TA","Cylinder"
"2388","2","108","2","Furhat_Human_Cylinder",4,"20","male","English","None","English","19","Mac","cool","All telephones make calls.","TA","Cylinder"
"2389","2","109","2","Furhat_Human_Cylinder",4,"20","male","English","None","English","19","Mac","cool","All dressers have drawers.","TA","Cylinder"
"2390","2","110","2","Furhat_Human_Cylinder",4,"20","male","English","None","English","19","Mac","cool","All hearts have aortas.","TA","Cylinder"
"2391","2","111","2","Furhat_Human_Cylinder",1,"20","male","English","None","English","19","Mac","cool","All women are doctors.","FA","Cylinder"
"2392","2","112","2","Furhat_Human_Cylinder",1,"20","male","English","None","English","19","Mac","cool","All rabbits are white.","FA","Cylinder"
"2393","2","113","2","Furhat_Human_Cylinder",3,"20","male","English","None","English","19","Mac","cool","All restaurants serve cakes.","FA","Cylinder"
"2394","2","114","2","Furhat_Human_Cylinder",1,"20","male","English","None","English","19","Mac","cool","All ears are small.","FA","Cylinder"
"2395","2","115","2","Furhat_Human_Cylinder",1,"20","male","English","None","English","19","Mac","cool","All businessmen own banks.","FA","Cylinder"
"2396","2","116","2","Furhat_Human_Cylinder",1,"20","male","English","None","English","19","Mac","cool","All politicians are liberal.","FA","Cylinder"
"2397","2","117","2","Furhat_Human_Cylinder",1,"20","male","English","None","English","19","Mac","cool","All cheese has holes.","FA","Cylinder"
"2398","2","118","2","Furhat_Human_Cylinder",1,"20","male","English","None","English","19","Mac","cool","All mathematicians are Ukrainian.","FA","Cylinder"
"2399","2","119","2","Furhat_Human_Cylinder",1,"20","male","English","None","English","19","Mac","cool","All sisters play tennis.","FA","Cylinder"
"2400","2","120","2","Furhat_Human_Cylinder",2,"20","male","English","None","English","19","Mac","cool","All hunters eat lasagna.","FA","Cylinder"
"2401","6","1","2","Cylinder_Furhat_Human",2,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","Some rain is wet and falls from the sky.","UI","Human"
"2402","6","2","2","Cylinder_Furhat_Human",3,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","Some baseballs are round and can be thrown.","UI","Human"
"2403","6","3","2","Cylinder_Furhat_Human",2,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","Some wine is liquid and can be drunk.","UI","Human"
"2404","6","4","2","Cylinder_Furhat_Human",3,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","Some books have pages in them.","UI","Human"
"2405","6","5","2","Cylinder_Furhat_Human",2,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","Some toast is bread that is heated.","UI","Human"
"2406","6","6","2","Cylinder_Furhat_Human",4,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","Some chickens have feathers on their bodies.","UI","Human"
"2407","6","7","2","Cylinder_Furhat_Human",2,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","Some colleges have students that attend class.","UI","Human"
"2408","6","8","2","Cylinder_Furhat_Human",4,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","Some food is edible.","UI","Human"
"2409","6","9","2","Cylinder_Furhat_Human",2,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","Some restaurants serve food to their customers.","UI","Human"
"2410","6","10","2","Cylinder_Furhat_Human",2,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","Some helicopters have propellers.","UI","Human"
"2411","6","11","2","Cylinder_Furhat_Human",5,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","Some restaurants serve pizza.","TS","Human"
"2412","6","12","2","Cylinder_Furhat_Human",5,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","Some clothes are expensive.","TS","Human"
"2413","6","13","2","Cylinder_Furhat_Human",5,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","Some houses are blue.","TS","Human"
"2414","6","14","2","Cylinder_Furhat_Human",5,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","Some men carry briefcases.","TS","Human"
"2415","6","15","2","Cylinder_Furhat_Human",5,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","Some singers are popular.","TS","Human"
"2416","6","16","2","Cylinder_Furhat_Human",4,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","Some Europeans have motorcycles.","TS","Human"
"2417","6","17","2","Cylinder_Furhat_Human",5,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","Some beaches are public.","TS","Human"
"2418","6","18","2","Cylinder_Furhat_Human",4,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","Some foods are allergens.","TS","Human"
"2419","6","19","2","Cylinder_Furhat_Human",4,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","Some birds can fly.","TS","Human"
"2421","6","21","2","Cylinder_Furhat_Human",5,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","All pumpkins have seeds.","TA","Human"
"2422","6","22","2","Cylinder_Furhat_Human",5,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","All atoms are small.","TA","Human"
"2423","6","23","2","Cylinder_Furhat_Human",5,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","All elephants have trunks.","TA","Human"
"2424","6","24","2","Cylinder_Furhat_Human",5,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","All watermelons are red inside.","TA","Human"
"2425","6","25","2","Cylinder_Furhat_Human",4,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","All chameleons have skin that changes color.","TA","Human"
"2426","6","26","2","Cylinder_Furhat_Human",5,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","All colleges have requirements for admission.","TA","Human"
"2427","6","27","2","Cylinder_Furhat_Human",5,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","All dentists recommend cleaning your teeth.","TA","Human"
"2428","6","28","2","Cylinder_Furhat_Human",4,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","All chocolate is candy.","TA","Human"
"2429","6","29","2","Cylinder_Furhat_Human",4,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","All houses have rooms.","TA","Human"
"2430","6","30","2","Cylinder_Furhat_Human",3,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","All apes have opposable thumbs.","TA","Human"
"2431","6","31","2","Cylinder_Furhat_Human",1,"19","female","English","None","English","19","Other","I was confused as to what I was rating the sentences on, whether it was grammar or correctness of the sentence (though that might have been my fault if I didn't read the instructions carefully enough)","All families have twins.","FA","Human"
